No.,Time,Source,Destination,Source Port,Destination Port,Source,Destination,Protocol,Length,Info
8249,543.328491,10.42.42.253,10.42.42.56,36020,500,00:23:8b:82:1f:4a,00:26:22:cb:1e:79,TCP,60,36020  >  500 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
8250,543.328577,10.42.42.56,10.42.42.253,500,36020,00:26:22:cb:1e:79,00:23:8b:82:1f:4a,TCP,60,"500  >  36020 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
8251,543.32858,10.42.42.253,10.42.42.25,36020,5102,00:23:8b:82:1f:4a,00:16:cb:92:6e:dc,TCP,60,36020  >  2008 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
8252,543.328587,10.42.42.25,10.42.42.253,3871,36020,00:16:cb:92:6e:dc,00:23:8b:82:1f:4a,TCP,60,"3871  >  36020 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
8253,543.328591,10.42.42.253,10.42.42.50,36020,6009,00:23:8b:82:1f:4a,70:5a:b6:51:d7:b2,TCP,60,36020  >  6009 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
8254,543.328594,10.42.42.253,10.42.42.56,36020,17,00:23:8b:82:1f:4a,00:26:22:cb:1e:79,TCP,60,36020  >  17 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
8255,543.328633,10.42.42.25,10.42.42.253,2008,36020,00:16:cb:92:6e:dc,00:23:8b:82:1f:4a,TCP,60,"2008  >  36020 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
8256,543.328636,10.42.42.253,10.42.42.25,36020,5102,00:23:8b:82:1f:4a,00:16:cb:92:6e:dc,TCP,60,36020  >  19842 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
8257,543.328676,10.42.42.56,10.42.42.253,17,36020,00:26:22:cb:1e:79,00:23:8b:82:1f:4a,TCP,60,"17  >  36020 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
8258,543.328712,10.42.42.253,10.42.42.50,36020,16018,00:23:8b:82:1f:4a,70:5a:b6:51:d7:b2,TCP,60,36020  >  16018 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
8259,543.328715,10.42.42.25,10.42.42.253,19842,36020,00:16:cb:92:6e:dc,00:23:8b:82:1f:4a,TCP,60,"19842  >  36020 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
8260,543.328744,10.42.42.253,10.42.42.56,36020,6009,00:23:8b:82:1f:4a,00:26:22:cb:1e:79,TCP,60,36020  >  6009 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
8261,543.328776,10.42.42.253,10.42.42.25,36020,5102,00:23:8b:82:1f:4a,00:16:cb:92:6e:dc,TCP,60,36020  >  1061 [SYN] Seq=0 Win=3072 Len=0 MSS=1460
8262,543.32879,10.42.42.253,10.42.42.50,36020,32775,00:23:8b:82:1f:4a,70:5a:b6:51:d7:b2,TCP,60,36020  >  32775 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
8263,543.328793,10.42.42.56,10.42.42.253,6009,36020,00:26:22:cb:1e:79,00:23:8b:82:1f:4a,TCP,60,"6009  >  36020 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
8264,543.328868,10.42.42.50,10.42.42.253,3546,36020,70:5a:b6:51:d7:b2,00:23:8b:82:1f:4a,TCP,60,"3546  >  36020 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
8265,543.328872,10.42.42.50,10.42.42.253,1247,36020,70:5a:b6:51:d7:b2,00:23:8b:82:1f:4a,TCP,60,"1247  >  36020 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
8266,543.32888,10.42.42.25,10.42.42.253,1061,36020,00:16:cb:92:6e:dc,00:23:8b:82:1f:4a,TCP,60,"1061  >  36020 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
8267,543.328881,10.42.42.50,10.42.42.253,593,36020,70:5a:b6:51:d7:b2,00:23:8b:82:1f:4a,TCP,60,"593  >  36020 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
8268,543.328882,10.42.42.50,10.42.42.253,82,36020,70:5a:b6:51:d7:b2,00:23:8b:82:1f:4a,TCP,60,"82  >  36020 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
8269,543.328884,10.42.42.253,10.42.42.56,36020,16018,00:23:8b:82:1f:4a,00:26:22:cb:1e:79,TCP,60,36020  >  16018 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
8270,543.328907,10.42.42.253,10.42.42.25,36020,5102,00:23:8b:82:1f:4a,00:16:cb:92:6e:dc,TCP,60,36020  >  1234 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
8271,543.328908,10.42.42.50,10.42.42.253,2179,36020,70:5a:b6:51:d7:b2,00:23:8b:82:1f:4a,TCP,60,"2179  >  36020 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
8272,543.328915,10.42.42.50,10.42.42.253,32774,36020,70:5a:b6:51:d7:b2,00:23:8b:82:1f:4a,TCP,60,"32774  >  36020 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
8273,543.328937,10.42.42.50,10.42.42.253,5431,36020,70:5a:b6:51:d7:b2,00:23:8b:82:1f:4a,TCP,60,"5431  >  36020 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
8274,543.328954,10.42.42.56,10.42.42.253,16018,36020,00:26:22:cb:1e:79,00:23:8b:82:1f:4a,TCP,60,"16018  >  36020 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
8275,543.328965,10.42.42.50,10.42.42.253,2103,36020,70:5a:b6:51:d7:b2,00:23:8b:82:1f:4a,TCP,60,"2103  >  36020 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
8276,543.328966,10.42.42.50,10.42.42.253,49157,36020,70:5a:b6:51:d7:b2,00:23:8b:82:1f:4a,TCP,60,"49157  >  36020 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
8277,543.328991,10.42.42.25,10.42.42.253,1234,36020,00:16:cb:92:6e:dc,00:23:8b:82:1f:4a,TCP,60,"1234  >  36020 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
8278,543.329004,10.42.42.50,10.42.42.253,500,36020,70:5a:b6:51:d7:b2,00:23:8b:82:1f:4a,TCP,60,"500  >  36020 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
8279,543.329005,10.42.42.50,10.42.42.253,17,36020,70:5a:b6:51:d7:b2,00:23:8b:82:1f:4a,TCP,60,"17  >  36020 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
8280,543.329057,10.42.42.50,10.42.42.253,6009,36020,70:5a:b6:51:d7:b2,00:23:8b:82:1f:4a,TCP,60,"6009  >  36020 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
8281,543.329058,10.42.42.50,10.42.42.253,16018,36020,70:5a:b6:51:d7:b2,00:23:8b:82:1f:4a,TCP,60,"16018  >  36020 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
8282,543.329155,10.42.42.253,10.42.42.50,36020,6007,00:23:8b:82:1f:4a,70:5a:b6:51:d7:b2,TCP,60,36020  >  6007 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
8283,543.329158,10.42.42.50,10.42.42.253,32775,36020,70:5a:b6:51:d7:b2,00:23:8b:82:1f:4a,TCP,60,"32775  >  36020 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
8284,543.329195,10.42.42.253,10.42.42.56,36020,32775,00:23:8b:82:1f:4a,00:26:22:cb:1e:79,TCP,60,36020  >  32775 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
8285,543.329225,10.42.42.253,10.42.42.25,36020,5120,00:23:8b:82:1f:4a,00:16:cb:92:6e:dc,TCP,60,36020  >  3546 [SYN] Seq=0 Win=3072 Len=0 MSS=1460
8286,543.329251,10.42.42.50,10.42.42.253,6007,36020,70:5a:b6:51:d7:b2,00:23:8b:82:1f:4a,TCP,60,"6007  >  36020 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
8287,543.329253,10.42.42.56,10.42.42.253,32775,36020,00:26:22:cb:1e:79,00:23:8b:82:1f:4a,TCP,60,"32775  >  36020 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
8288,543.329285,10.42.42.253,10.42.42.50,36020,1719,00:23:8b:82:1f:4a,70:5a:b6:51:d7:b2,TCP,60,36020  >  1719 [SYN] Seq=0 Win=3072 Len=0 MSS=1460
8289,543.329324,10.42.42.253,10.42.42.56,36020,6007,00:23:8b:82:1f:4a,00:26:22:cb:1e:79,TCP,60,36020  >  6007 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
8290,543.329327,10.42.42.50,10.42.42.253,1719,36020,70:5a:b6:51:d7:b2,00:23:8b:82:1f:4a,TCP,60,"1719  >  36020 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
8291,543.329338,10.42.42.253,10.42.42.25,36020,5120,00:23:8b:82:1f:4a,00:16:cb:92:6e:dc,TCP,60,36020  >  1247 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
8292,543.329423,10.42.42.56,10.42.42.253,6007,36020,00:26:22:cb:1e:79,00:23:8b:82:1f:4a,TCP,60,"6007  >  36020 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
8293,543.329426,10.42.42.253,10.42.42.50,36020,5033,00:23:8b:82:1f:4a,70:5a:b6:51:d7:b2,TCP,60,36020  >  5033 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
8294,543.329484,10.42.42.253,10.42.42.56,36020,1719,00:23:8b:82:1f:4a,00:26:22:cb:1e:79,TCP,60,36020  >  1719 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
8295,543.329548,10.42.42.56,10.42.42.253,1719,36020,00:26:22:cb:1e:79,00:23:8b:82:1f:4a,TCP,60,"1719  >  36020 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
8296,543.330202,10.42.42.50,10.42.42.253,5033,36020,70:5a:b6:51:d7:b2,00:23:8b:82:1f:4a,TCP,60,"5033  >  36020 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
8297,543.333416,10.42.42.253,10.42.42.50,36020,898,00:23:8b:82:1f:4a,70:5a:b6:51:d7:b2,TCP,60,36020  >  898 [SYN] Seq=0 Win=3072 Len=0 MSS=1460
8298,543.333419,10.42.42.253,10.42.42.56,36020,5033,00:23:8b:82:1f:4a,00:26:22:cb:1e:79,TCP,60,36020  >  5033 [SYN] Seq=0 Win=3072 Len=0 MSS=1460
8299,543.333422,10.42.42.253,10.42.42.25,36020,5190,00:23:8b:82:1f:4a,00:16:cb:92:6e:dc,TCP,60,36020  >  593 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
8300,543.333425,10.42.42.253,10.42.42.50,36020,1443,00:23:8b:82:1f:4a,70:5a:b6:51:d7:b2,TCP,60,36020  >  1443 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
8301,543.333429,10.42.42.56,10.42.42.253,5033,36020,00:26:22:cb:1e:79,00:23:8b:82:1f:4a,TCP,60,"5033  >  36020 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
8302,543.333432,10.42.42.253,10.42.42.56,36020,898,00:23:8b:82:1f:4a,00:26:22:cb:1e:79,TCP,60,36020  >  898 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
8303,543.333435,10.42.42.253,10.42.42.25,36020,5190,00:23:8b:82:1f:4a,00:16:cb:92:6e:dc,TCP,60,36020  >  82 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
8304,543.333438,10.42.42.56,10.42.42.253,898,36020,00:26:22:cb:1e:79,00:23:8b:82:1f:4a,TCP,60,"898  >  36020 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
8305,543.333441,10.42.42.253,10.42.42.50,36020,5200,00:23:8b:82:1f:4a,70:5a:b6:51:d7:b2,TCP,60,36020  >  5200 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
8306,543.333589,10.42.42.253,10.42.42.56,36020,1443,00:23:8b:82:1f:4a,00:26:22:cb:1e:79,TCP,60,36020  >  1443 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
8307,543.333592,10.42.42.253,10.42.42.25,36020,5190,00:23:8b:82:1f:4a,00:16:cb:92:6e:dc,TCP,60,36020  >  2179 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
8308,543.333595,10.42.42.56,10.42.42.253,1443,36020,00:26:22:cb:1e:79,00:23:8b:82:1f:4a,TCP,60,"1443  >  36020 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
8309,543.33364,10.42.42.253,10.42.42.50,36020,7777,00:23:8b:82:1f:4a,70:5a:b6:51:d7:b2,TCP,60,36020  >  7777 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
8310,543.33365,10.42.42.253,10.42.42.56,36020,5200,00:23:8b:82:1f:4a,00:26:22:cb:1e:79,TCP,60,36020  >  5200 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
8311,543.333689,10.42.42.253,10.42.42.25,36020,5190,00:23:8b:82:1f:4a,00:16:cb:92:6e:dc,TCP,60,36020  >  32774 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
8312,543.333723,10.42.42.56,10.42.42.253,5200,36020,00:26:22:cb:1e:79,00:23:8b:82:1f:4a,TCP,60,"5200  >  36020 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
8313,543.333757,10.42.42.253,10.42.42.50,36020,6100,00:23:8b:82:1f:4a,70:5a:b6:51:d7:b2,TCP,60,36020  >  6100 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
8314,543.333785,10.42.42.253,10.42.42.56,36020,7777,00:23:8b:82:1f:4a,00:26:22:cb:1e:79,TCP,60,36020  >  7777 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
8315,543.333883,10.42.42.253,10.42.42.25,36020,5200,00:23:8b:82:1f:4a,00:16:cb:92:6e:dc,TCP,60,36020  >  5431 [SYN] Seq=0 Win=3072 Len=0 MSS=1460
8316,543.333886,10.42.42.56,10.42.42.253,7777,36020,00:26:22:cb:1e:79,00:23:8b:82:1f:4a,TCP,60,"7777  >  36020 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
8317,543.333889,10.42.42.253,10.42.42.50,36020,1187,00:23:8b:82:1f:4a,70:5a:b6:51:d7:b2,TCP,60,36020  >  1187 [SYN] Seq=0 Win=3072 Len=0 MSS=1460
8318,543.333904,10.42.42.253,10.42.42.56,36020,6100,00:23:8b:82:1f:4a,00:26:22:cb:1e:79,TCP,60,36020  >  6100 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
8319,543.333936,10.42.42.253,10.42.42.25,36020,5200,00:23:8b:82:1f:4a,00:16:cb:92:6e:dc,TCP,60,36020  >  2103 [SYN] Seq=0 Win=3072 Len=0 MSS=1460
8320,543.333974,10.42.42.56,10.42.42.253,6100,36020,00:26:22:cb:1e:79,00:23:8b:82:1f:4a,TCP,60,"6100  >  36020 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
8321,543.333996,10.42.42.253,10.42.42.50,36020,1069,00:23:8b:82:1f:4a,70:5a:b6:51:d7:b2,TCP,60,36020  >  1069 [SYN] Seq=0 Win=3072 Len=0 MSS=1460
8322,543.334008,10.42.42.50,10.42.42.253,898,36020,70:5a:b6:51:d7:b2,00:23:8b:82:1f:4a,TCP,60,"898  >  36020 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
8323,543.334022,10.42.42.253,10.42.42.56,36020,1187,00:23:8b:82:1f:4a,00:26:22:cb:1e:79,TCP,60,36020  >  1187 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
8324,543.334042,10.42.42.50,10.42.42.253,1443,36020,70:5a:b6:51:d7:b2,00:23:8b:82:1f:4a,TCP,60,"1443  >  36020 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
8325,543.334043,10.42.42.50,10.42.42.253,5200,36020,70:5a:b6:51:d7:b2,00:23:8b:82:1f:4a,TCP,60,"5200  >  36020 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
8326,543.33405,10.42.42.253,10.42.42.25,36020,5200,00:23:8b:82:1f:4a,00:16:cb:92:6e:dc,TCP,60,36020  >  49157 [SYN] Seq=0 Win=3072 Len=0 MSS=1460
8327,543.334067,10.42.42.50,10.42.42.253,7777,36020,70:5a:b6:51:d7:b2,00:23:8b:82:1f:4a,TCP,60,"7777  >  36020 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
8328,543.334074,10.42.42.253,10.42.42.50,36020,2035,00:23:8b:82:1f:4a,70:5a:b6:51:d7:b2,TCP,60,36020  >  2035 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
8329,543.334082,10.42.42.56,10.42.42.253,1187,36020,00:26:22:cb:1e:79,00:23:8b:82:1f:4a,TCP,60,"1187  >  36020 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
8330,543.334098,10.42.42.50,10.42.42.253,6100,36020,70:5a:b6:51:d7:b2,00:23:8b:82:1f:4a,TCP,60,"6100  >  36020 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
8331,543.3341,10.42.42.50,10.42.42.253,1187,36020,70:5a:b6:51:d7:b2,00:23:8b:82:1f:4a,TCP,60,"1187  >  36020 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
8332,543.334245,10.42.42.50,10.42.42.253,1069,36020,70:5a:b6:51:d7:b2,00:23:8b:82:1f:4a,TCP,60,"1069  >  36020 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
8333,543.334248,10.42.42.50,10.42.42.253,2035,36020,70:5a:b6:51:d7:b2,00:23:8b:82:1f:4a,TCP,60,"2035  >  36020 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
8334,543.334251,10.42.42.253,10.42.42.56,36020,1069,00:23:8b:82:1f:4a,00:26:22:cb:1e:79,TCP,60,36020  >  1069 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
8335,543.334321,10.42.42.56,10.42.42.253,1069,36020,00:26:22:cb:1e:79,00:23:8b:82:1f:4a,TCP,60,"1069  >  36020 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
8336,543.334324,10.42.42.253,10.42.42.25,36020,5200,00:23:8b:82:1f:4a,00:16:cb:92:6e:dc,TCP,60,36020  >  500 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
8337,543.334365,10.42.42.253,10.42.42.50,36020,9102,00:23:8b:82:1f:4a,70:5a:b6:51:d7:b2,TCP,60,36020  >  9102 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
8338,543.334474,10.42.42.253,10.42.42.56,36020,2035,00:23:8b:82:1f:4a,00:26:22:cb:1e:79,TCP,60,36020  >  2035 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
8339,543.334477,10.42.42.253,10.42.42.25,36020,5214,00:23:8b:82:1f:4a,00:16:cb:92:6e:dc,TCP,60,36020  >  17 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
8340,543.334485,10.42.42.253,10.42.42.50,36020,1524,00:23:8b:82:1f:4a,70:5a:b6:51:d7:b2,TCP,60,36020  >  1524 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
8341,543.334487,10.42.42.56,10.42.42.253,2035,36020,00:26:22:cb:1e:79,00:23:8b:82:1f:4a,TCP,60,"2035  >  36020 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
8342,543.33451,10.42.42.253,10.42.42.56,36020,9102,00:23:8b:82:1f:4a,00:26:22:cb:1e:79,TCP,60,36020  >  9102 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
8343,543.334548,10.42.42.253,10.42.42.25,36020,5214,00:23:8b:82:1f:4a,00:16:cb:92:6e:dc,TCP,60,36020  >  6009 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
8344,543.33456,10.42.42.56,10.42.42.253,9102,36020,00:26:22:cb:1e:79,00:23:8b:82:1f:4a,TCP,60,"9102  >  36020 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
8345,543.334561,10.42.42.253,10.42.42.50,36020,14000,00:23:8b:82:1f:4a,70:5a:b6:51:d7:b2,TCP,60,36020  >  14000 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
8346,543.334684,10.42.42.50,10.42.42.253,9102,36020,70:5a:b6:51:d7:b2,00:23:8b:82:1f:4a,TCP,60,"9102  >  36020 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
8347,543.334687,10.42.42.253,10.42.42.56,36020,1524,00:23:8b:82:1f:4a,00:26:22:cb:1e:79,TCP,60,36020  >  1524 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
8348,543.33469,10.42.42.50,10.42.42.253,1524,36020,70:5a:b6:51:d7:b2,00:23:8b:82:1f:4a,TCP,60,"1524  >  36020 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
8349,543.334693,10.42.42.50,10.42.42.253,14000,36020,70:5a:b6:51:d7:b2,00:23:8b:82:1f:4a,TCP,60,"14000  >  36020 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
8350,543.334762,10.42.42.253,10.42.42.25,36020,5214,00:23:8b:82:1f:4a,00:16:cb:92:6e:dc,TCP,60,36020  >  16018 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
8351,543.334765,10.42.42.56,10.42.42.253,1524,36020,00:26:22:cb:1e:79,00:23:8b:82:1f:4a,TCP,60,"1524  >  36020 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
8352,543.334768,10.42.42.253,10.42.42.50,36020,34573,00:23:8b:82:1f:4a,70:5a:b6:51:d7:b2,TCP,60,36020  >  34573 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
8353,543.334771,10.42.42.253,10.42.42.56,36020,14000,00:23:8b:82:1f:4a,00:26:22:cb:1e:79,TCP,60,36020  >  14000 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
8354,543.334841,10.42.42.253,10.42.42.25,36020,5214,00:23:8b:82:1f:4a,00:16:cb:92:6e:dc,TCP,60,36020  >  32775 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
8355,543.334845,10.42.42.50,10.42.42.253,34573,36020,70:5a:b6:51:d7:b2,00:23:8b:82:1f:4a,TCP,60,"34573  >  36020 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
8356,543.334847,10.42.42.56,10.42.42.253,14000,36020,00:26:22:cb:1e:79,00:23:8b:82:1f:4a,TCP,60,"14000  >  36020 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
8357,543.334916,10.42.42.253,10.42.42.50,36020,8873,00:23:8b:82:1f:4a,70:5a:b6:51:d7:b2,TCP,60,36020  >  8873 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
8358,543.334919,10.42.42.253,10.42.42.56,36020,34573,00:23:8b:82:1f:4a,00:26:22:cb:1e:79,TCP,60,36020  >  34573 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
8359,543.334968,10.42.42.50,10.42.42.253,8873,36020,70:5a:b6:51:d7:b2,00:23:8b:82:1f:4a,TCP,60,"8873  >  36020 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
8360,543.334974,10.42.42.56,10.42.42.253,34573,36020,00:26:22:cb:1e:79,00:23:8b:82:1f:4a,TCP,60,"34573  >  36020 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
8361,543.33498,10.42.42.253,10.42.42.25,36020,5221,00:23:8b:82:1f:4a,00:16:cb:92:6e:dc,TCP,60,36020  >  6007 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
8362,543.335005,10.42.42.253,10.42.42.50,36020,1099,00:23:8b:82:1f:4a,70:5a:b6:51:d7:b2,TCP,60,36020  >  1099 [SYN] Seq=0 Win=3072 Len=0 MSS=1460
8363,543.335043,10.42.42.253,10.42.42.56,36020,8873,00:23:8b:82:1f:4a,00:26:22:cb:1e:79,TCP,60,36020  >  8873 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
8364,543.335065,10.42.42.50,10.42.42.253,1099,36020,70:5a:b6:51:d7:b2,00:23:8b:82:1f:4a,TCP,60,"1099  >  36020 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
8365,543.335141,10.42.42.56,10.42.42.253,8873,36020,00:26:22:cb:1e:79,00:23:8b:82:1f:4a,TCP,60,"8873  >  36020 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
8366,543.335144,10.42.42.253,10.42.42.25,36020,5221,00:23:8b:82:1f:4a,00:16:cb:92:6e:dc,TCP,60,36020  >  1719 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
8367,543.335147,10.42.42.253,10.42.42.50,36020,7200,00:23:8b:82:1f:4a,70:5a:b6:51:d7:b2,TCP,60,36020  >  7200 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
8368,543.335323,10.42.42.50,10.42.42.253,7200,36020,70:5a:b6:51:d7:b2,00:23:8b:82:1f:4a,TCP,60,"7200  >  36020 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
8369,543.335526,10.42.42.253,10.42.42.56,36020,1099,00:23:8b:82:1f:4a,00:26:22:cb:1e:79,TCP,60,36020  >  1099 [SYN] Seq=0 Win=3072 Len=0 MSS=1460
8370,543.335529,10.42.42.253,10.42.42.25,36020,5221,00:23:8b:82:1f:4a,00:16:cb:92:6e:dc,TCP,60,36020  >  5033 [SYN] Seq=0 Win=3072 Len=0 MSS=1460
8371,543.335532,10.42.42.56,10.42.42.253,1099,36020,00:26:22:cb:1e:79,00:23:8b:82:1f:4a,TCP,60,"1099  >  36020 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
8372,543.335577,10.42.42.253,10.42.42.50,36020,10024,00:23:8b:82:1f:4a,70:5a:b6:51:d7:b2,TCP,60,36020  >  10024 [SYN] Seq=0 Win=3072 Len=0 MSS=1460
8373,543.335586,10.42.42.253,10.42.42.56,36020,7200,00:23:8b:82:1f:4a,00:26:22:cb:1e:79,TCP,60,36020  >  7200 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
8374,543.335624,10.42.42.253,10.42.42.25,36020,5221,00:23:8b:82:1f:4a,00:16:cb:92:6e:dc,TCP,60,36020  >  898 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
8375,543.335661,10.42.42.56,10.42.42.253,7200,36020,00:26:22:cb:1e:79,00:23:8b:82:1f:4a,TCP,60,"7200  >  36020 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
8376,543.335694,10.42.42.253,10.42.42.50,36020,1042,00:23:8b:82:1f:4a,70:5a:b6:51:d7:b2,TCP,60,36020  >  1042 [SYN] Seq=0 Win=3072 Len=0 MSS=1460
8377,543.335722,10.42.42.253,10.42.42.56,36020,10024,00:23:8b:82:1f:4a,00:26:22:cb:1e:79,TCP,60,36020  >  10024 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
8378,543.335831,10.42.42.56,10.42.42.253,10024,36020,00:26:22:cb:1e:79,00:23:8b:82:1f:4a,TCP,60,"10024  >  36020 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
8379,543.336045,10.42.42.50,10.42.42.253,10024,36020,70:5a:b6:51:d7:b2,00:23:8b:82:1f:4a,TCP,60,"10024  >  36020 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
8380,543.336048,10.42.42.50,10.42.42.253,1042,36020,70:5a:b6:51:d7:b2,00:23:8b:82:1f:4a,TCP,60,"1042  >  36020 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
8381,543.339081,10.42.42.253,10.42.42.50,36020,1033,00:23:8b:82:1f:4a,70:5a:b6:51:d7:b2,TCP,60,36020  >  1033 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
